product_id,store_id,featured,product_name,unit,sales,cost_price,sell_price1,sell_price2,sell_price3,stock,stock_min,sold
 BR1153 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Tali Rafia,pcs,null,13000,20000,20000,20000,10,5,2
 BR0075 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,baut 10x1.5,pcs,null,500,1500,1500,1000,200,20,0
BR1377,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,jek antena,pcs,null,3000,5000,5000,5000,44,5,0
 BR0832 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Oker merah,pak,null,7000,15000,15000,13000,14,5,0
BR1381,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,flok sok 2x3/4 AW,pcs,null,10000,13000,13000,13000,34,10,0
 BR0071 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Bata Merah  Merci,pcs,null,800,1300,1300,1200,99997966,500,504
BR1285,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,sifon stenlis,pcs,null,90000,115000,115000,115000,5,2,2
 BR0342 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat vinilex 979 5kg,kaleng,null,143000,159000,159000,158000,4,3,0
 BR1026 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Selang Mesin Cuci 3M,bh,null,35000,45000,45000,45000,11,3,0
BR1441,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,kran cuci tangan soligen,pcs,null,40000,60000,60000,60000,1,1,0
 BR0717 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Lakban Hitam Kasar,dus,null,12500,15000,15000,13000,20,3,4
 BR1138 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,steker saklar kombinasi,pcs,null,8000,13000,13000,13000,14,5,0
BR1442,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Kunci Pas 17,PCS,null,20000,25000,25000,25000,6,2,0
BR1443,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,SELANG GAS WINN GAS,bh,null,40000,60000,60000,60000,5,2,1
 BR0247 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat plitur boyo 611 1kg,kaleng,null,71000,75000,75000,72000,6,2,0
 BR0293 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat q luc 1561 4.5kg,kaleng,null,63407,75000,75000,72000,1,3,3
 BR1060 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Siku Rak 6X8,psg,null,4583,14000,14000,14000,69,8,3
 BR0051 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat avitek 650 1kg,klg,null,37000,48000,48000,45000,2,2,0
 BR0305 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat vinilex 1681 5kg,kaleng,null,143000,159000,159000,158000,2,3,0
 BR0791 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Mata Gergaji Puter 10Pc,set,null,15000,22000,22000,22000,0,3,0
 BR0956 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Raskam Plat Polos Bagus,pcs,null,18000,30000,30000,30000,24,3,0
 BR0439 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Flok Sok 2 1/2 X 2 D,pcs,null,6585,8000,8000,8000,44,15,0
 BR0222 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat yoko 779 1kg,klg,null,51225,58000,58000,56000,8,4,0
 BR0270 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat q luc 1516 4.5kg,kaleng,null,63368,75000,75000,72000,5,3,1
 BR0739 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,"Lisplang 2,40M X10Cm Tekstur",lmbr,null,16750,25000,25000,22000,4,5,0
 BR0200 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat envi 935 1/2kg,klg,null,38000,48000,48000,48000,6,1,0
BR1306,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,kunci laci biasa,BH,null,4000,6000,6000,6000,22,5,2
 BR1102 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Sok Drat Luar 1/2 X Sok 3/4,pcs,null,2500,5000,5000,5000,100000000,5,0
 BR0619 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Kicenying 3 BCP 50X40,pcs,null,80000,110000,110000,105000,26,5,1
 BR0178 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat avian SWM putih dop 1kg,klg,null,71225,78000,78000,78000,19,8,4
 BR1259 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Lem Aibon 1/2kg,klg,null,45000,55000,55000,52000,14,3,7
BR1417,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,saklar 2 OB biasa,pcs,null,11000,15000,15000,12000,7,0,0
 BR0115 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Bodi Pelor / isi Kunci Bsar malvin,pcs,null,54166,95000,95000,95000,12,2,0
 BR0957 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Raskam Pvc STD,pcs,null,8000,10000,10000,10000,13,3,12
 BR0221 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat yoko 778 1kg,klg,null,51225,58000,58000,56000,7,4,0
BR1396,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,drat toren 1'',pcs,null,8500,13000,13000,10000,6,2,0
 BR0329 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat vinilex 941 5kg,kaleng,null,143000,159000,159000,158000,6,3,0
BR1280,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat avian 753 1kg,kaleng,null,71225,78000,78000,78000,5,4,0
BR1339,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,pilok GP 9502,klg,null,25000,30000,30000,28000,18,3,0
 BR0109 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Besi Siku 3X3 6M,btg,null,70000,85000,85000,80000,9,2,0
 BR0564 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Kapek Gagang Fiber  3 In,pcs,null,6666,17000,17000,15000,1,1,0
 BR0526 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,hendel pintu sisuka no 2 standar,dus,null,65000,125000,125000,125000,8,5,0
 BR1079 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Sok 1 1/2'',pcs,null,2400,6000,6000,6000,362,10,0
 BR0751 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Lot Tukang Besar 300G,pc,null,11666,25000,25000,25000,24,5,0
BR1346,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,pilok GP pb 113,klg,null,25000,30000,30000,28000,6,3,1
 BR0474 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Gembok Alaram,pcs,null,70000,120000,120000,105000,2,1,0
 BR0268 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat q luc 1514 4.5kg,kaleng,null,63407,75000,75000,72000,4,3,0
 BR1010 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,sekop Carmen,pcs,null,70000,95000,95000,95000,24,3,0
 BR0955 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Raskam Plat Gigi,pcs,null,18000,30000,30000,30000,4,3,0
 BR0872 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,paku beton 5cm ecer,pcs,null,400,500,500,500,99999763,1,161
 BR0411 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Fiber   Pager ijo,pcs,null,19500,30000,30000,30000,99999995,20,5
 BR0145 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat avian 178 1kg,klg,null,71225,78000,78000,76000,5,4,0
 BR0068 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Balok 5X10 Miranti,btg,null,58000,90000,90000,80000,20,5,6
 BR0798 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Mata Serut Std Ekonomis,pcs,null,25000,35000,35000,30000,1,1,0
 BR1076 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Slot 12 in Panjang,pcs,null,20000,30000,30000,30000,24,5,0
 BR0228 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat yoko 795 1kg,klg,null,51225,58000,58000,56000,8,4,0
 BR0227 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat yoko 794 1kg,klg,null,51225,58000,58000,56000,11,4,0
 BR0724 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Lampu Ac 9W,dus,null,14500,20000,20000,20000,0,3,0
 BR0281 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat q luc 1541 4.5kg,kaleng,null,63368,75000,75000,72000,1,3,0
 BR0565 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Kapek Gagang Fiber 11/2 In,pcs,null,7000,10000,10000,8000,30,5,0
 BR1240 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Wd Tebel,pcs,null,6500,10000,10000,10000,28,5,2
 BR0641 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Klem Pvc 4',pcs,null,3000,5000,5000,5000,54,10,0
BR1300,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,futklep kuningan 3/4,pcs,null,30000,45000,45000,45000,11,4,0
 BR0385 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Dop Drat Set + Tutup 3'',pcs,null,20000,25000,25000,25000,13,5,2
 BR0520 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,hendel bodi pelor hooper,dus,null,63000,95000,95000,95000,6,3,0
 BR0400 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Engsel Tebel 5 in,psg,null,30000,40000,40000,37000,19,12,5
 BR0527 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,hendel pintu sisuka no 3 standar,dus,null,60000,85000,85000,85000,7,5,0
 BR0422 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Fiser S10  Ecer,pcs,null,600,600,600,600,99999978,5,10
BR1284,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,hendel pintu kamar mandi azura,pcs,null,17083,65000,65000,65000,28,2,0
 BR1250 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,glasblok ocean,pcs,null,20800,25000,25000,24000,102,20,6
 BR0006 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Alderon P  5M,lmbr,null,650000,800000,800000,750000,4,2,1
 BR1237 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Wd Kinik 14In,pcs,null,45000,55000,55000,55000,100000000,3,0
 BR0267 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat q luc 1509 4.5kg,kaleng,null,63368,75000,75000,72000,3,3,0
 BR0412 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Fiber   Pager Tranfaran,pcs,null,19500,30000,30000,30000,99999996.5,20,0
BR1472,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat vinilek 330S Galon,galon,null,143000,159000,159000,159000,4,2,0
BR1360,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Amplas meter 360,meter,null,3700,6000,6000,6000,100,20,0
 BR0476 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Gembok Pd 30Mm,pcs,null,13000,27000,27000,27000,15,3,1
 BR0191 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat envi 925 1/2kg,klg,null,38000,48000,48000,48000,3,1,0
 BR0063 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Avur Pvc Biasa,pcs,null,13000,22000,22000,19000,77,5,1
 BR0079 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,baut 12x2.5,pcs,null,900,2000,2000,1500,400,20,0
 BR1247 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Wiremes 8Sni Std ,lmbr,null,380000,540000,560000,440000,11,3,0
 BR0501 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,"Gogrin Merah 2,40",lmb,null,73857,93500,93500,84000,33,8,0
 BR0736 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Lis Kayu Ram Jndela 2Cm,btg,null,5500,8000,8000,6000,117,20,0
BR1299,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,SALES BAUT BAJA,R,null,10440000,1,1,1,2,1,0
 BR0175 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat avian 752 1kg,klg,null,71225,78000,78000,78000,9,4,0
 BR0137 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat avian hitam SB 1kg,klg,null,71225,78000,78000,76000,25,5,5
 BR0495 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,gogrin ijo 1.80,lmb,null,50000,70000,70000,63000,24,8,4
BR1433,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,sarung tangan karet,psng,null,10000,17000,17000,17000,24,5,0
 BR0768 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Mata Bor Besi Biasa 3Mm,pc,null,8000,15000,15000,15000,31,5,0
 BR1031 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Selang Supra Elastis 5/8,mtr,null,4700,8000,8000,8000,-1,20,49
 BR0376 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Dop  Polos 1/2,pcs,null,1500,3000,3000,3000,99999988,10,9
BR1456,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,fiber pager hujau,mtr,null,19500,30000,30000,30000,210,20,0
 BR0294 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat q luc 1562 4.5kg,kaleng,null,63368,75000,75000,72000,3,3,0
 BR0216 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat yoko 707 1kg,klg,null,51522,58000,58000,56000,15,4,2
 BR0472 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Garpu ,pcs,null,75000,95000,95000,90000,5,3,0
 BR0758 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Mata Bor  Bulat Kaca 26Mm,pc,null,27500,52000,52000,52000,2,2,1
 BR0919 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Pintu pvc biru,set,null,155000,199000,199000,190000,12,3,5
 BR1108 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,stop kontak gantung biasa,pcs,null,8000,10000,10000,10000,0,5,0
 BR0339 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat vinilex 956 5kg,kaleng,null,143000,159000,159000,158000,6,3,0
 BR0375 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Dop  Polos 1 1/4,pcs,null,3500,6000,6000,6000,100000000,10,0
 BR0741 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,"Lisplang 2,40M X30CM Polos",lmbr,null,63000,76000,76000,71000,8,5,2
 BR0462 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Futklep Pvc 1' Biasa,pcs,null,5833,20000,20000,20000,12,5,0
 BR0453 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Flok Sok 1 X 3/4 Aw,pcs,null,5000,6000,6000,6000,24,15,1
 BR0557 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,tali Ties  30Cm Ecer,pcs,null,600,600,600,600,99999983,1,0
 BR0502 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,"Gogrin Merah 3,00",lmb,null,83157,117000,117000,105000,59,8,7
 BR0750 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Loster Nako Lb 4 20X20,pc,null,9500,15000,15000,13000,100000000,20,0
 BR1241 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Wf Inp 250X6,btg,null,1050000,1300000,1300000,1300000,1,1,0
 BR1062 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Siku Rak 8X10,psg,null,8333,21000,21000,21000,35,8,4
 BR0752 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Lot Tukang Sedeng 200G,pc,null,11333,20000,20000,20000,16,5,3
 BR0322 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat vinilex 925 5kg,kaleng,null,143000,159000,159000,158000,3,3,0
 BR0269 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat q luc 1515 4.5kg,kaleng,null,63368,75000,75000,72000,3,3,0
 BR0912 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Pelampung Toren 1/2,pcs,null,65000,130000,130000,115000,8,3,0
 BR0076 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,baut 10x2,pcs,null,600,2000,2000,1500,382,20,8
 BR0077 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,baut 10x4,pcs,null,1000,3000,3000,2500,336,20,4
 BR0960 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Regulator win gas,pcs,null,41000,65000,65000,65000,10,3,0
 BR0263 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat q luc 1131 4.5kg,kaleng,null,63368,75000,75000,72000,4,3,0
 BR1207 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Tiner Bola 5Kg/Galon,galon,null,67500,95000,95000,95000,11,5,0
 BR0072 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Batako Pres,pcs,null,1150,1700,1800,1500,99999725,200,35
 BR1013 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Sekrap Pcv Besar 9',pcs,null,2500,6000,6000,6000,8,3,4
 BR0516 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Hebel 10Cm Ecer,pcs,null,5180,7500,7500,7500,99999852,10,57
 BR1056 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Siku Rak 12X14,psg,null,12083,30000,30000,30000,32,8,0
 BR1064 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Siku Tukang Tebel Bagus Camel 12'',pcs,null,15000,30000,30000,30000,6,5,1
 BR1225 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Walsiler 5200 Pel15Kg,gln,null,595000,650000,650000,650000,0,1,0
BR1279,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat avian 189 1kg,kaleng,null,71225,78000,78000,78000,5,4,0
 BR0331 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat vinilex 943 5kg,kaleng,null,143000,159000,159000,158000,4,3,0
 BR0425 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Fiser S8 ,dus,null,6000,15000,15000,15000,100000020,5,0
 BR1244 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Wiremes 10Sni ,lmbr,null,630000,870000,890000,850000,7,3,0
 BR0632 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Klem Gas 3/4,pcs,null,3000,4000,4000,4000,62,10,1
 BR0883 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Paku Rifet 4Mm ,dus,null,135000,160000,160000,160000,4,3,0
 BR0239 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat plitur belazo 708 1kg,kaleng,null,80000,95000,95000,90000,4,3,0
 BR0330 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat vinilex 942 5kg,kaleng,null,146642,159000,159000,158000,5,3,1
 BR0976 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,ring baut 14,pcs,null,300,600,600,600,300,20,0
 BR1057 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Siku Rak 3X4,psg,null,4000,7000,7000,7000,46,8,0
 BR0174 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat avian 733 kecil,klg,null,10753,15000,15000,14000,15,2,1
 BR0770 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Mata Bor Besi Biasa 4Mm,pc,null,10000,18000,18000,18000,5,5,0
 BR0220 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat yoko 718 1kg,klg,null,51522,58000,58000,56000,10,4,1
BR1287,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,CAS KARUNG/COL,KARUNG,null,50000,50000,50000,50000,18,2,0
 BR0918 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Pilok Gp chrome,kig,null,25000,30000,30000,28000,11,3,0
 BR0725 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Lem Aibon 1 Kg,klg,null,75000,83000,83000,83000,6,3,2
 BR0771 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Mata Bor Besi Biasa 6Mm,pc,null,15000,25000,25000,25000,16,5,1
 BR0288 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat q luc 1554 4.5kg,kaleng,null,63368,75000,75000,72000,5,3,0
 BR0061 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat avitek 771 1kg,klg,null,37000,48000,48000,45000,2,2,0
 BR0497 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,gogrin ijo 2.40,lmb,null,73857,93500,93500,84000,23,8,0
BR1271,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,aquaprof 091 4kg,glon,null,206000,220000,220000,220000,3,3,0
 BR1053 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Sikatop 2Komponen 20Kg,set,null,360000,380000,380000,380000,3,2,0
 BR0837 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Operpal Gembok Sedeng 4',pcs,null,3500,7000,7000,5000,29,5,5
 BR0007 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Alderon P  6M,lmbr,null,750000,960000,960000,900000,5,2,5
 BR0201 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat envi 936 1/2kg,klg,null,38000,48000,48000,48000,1,1,0
 BR0637 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Klem Pvc 2',pcs,null,2500,3500,3500,3500,168,10,0
 BR0852 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Pahat Kayu 1/4'',pcs,null,30000,30000,30000,30000,18,3,0
 BR0241 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat plitur belazo 715 1kg,kaleng,null,80000,95000,95000,90000,4,3,0
 BR0904 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Papan 3X20 Marsawa,lmbr,null,125000,190000,190000,170000,1,3,0
 BR0822 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,nok Asbes/Pasang,psg,null,29000,55000,55000,45000,43,10,9
 BR0940 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Pipa Rucika 4 Aw,btg,null,280000,360000,360000,340000,16,5,0
 BR0660 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Kran Stanlis Leher Panjang,bh,null,45000,65000,65000,65000,20,5,0
 BR0580 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Kawat Ayak  1Cm Biasa,mtr,null,15000,15000,15000,15000,99999999,30,0
 BR0618 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Kepala Mesin Bor,pcs,null,37750,49000,49000,49000,7,2,0
 BR0127 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Cakar Ayam 50X50 B10,pcs,null,60000,85000,85000,85000,55,5,0
 BR0816 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Meteran Soligen 3M,pc,null,12196,25000,25000,25000,64,5,2
 BR0969 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Remofer Penglupas Cat 1Kg,klg,null,75000,85000,85000,85000,12,2,0
 BR0226 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat yoko 792 1kg,klg,null,51225,58000,58000,56000,0,4,0
 BR1161 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Tang Potong Kombinasi 8' Plzo,pcs,null,32000,40000,40000,40000,16,3,0
 BR0022 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,aquaprof 031 1kg,klg,null,54496,59500,59500,59500,18,4,0
 BR0384 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Dop Drat Luar 3/4'',pcs,null,3000,4000,4000,4000,100000000,10,0
BR1325,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,pilok GP 984 HTAM DOP,klg,null,25000,30000,30000,28000,49,3,3
 BR0154 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat avian 303 1kg,klg,null,71225,78000,78000,76000,8,4,0
 BR0311 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat vinilex 449 5kg,kaleng,null,143000,159000,159000,158000,3,3,0
 BR0479 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Gembok Pj 30Mm,pcs,null,15000,30000,30000,30000,36,3,2
 BR0219 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat yoko 716 1kg,klg,null,51522,58000,58000,56000,12,4,0
 BR0343 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat vinilex 982 5kg,kaleng,null,143000,159000,159000,158000,6,3,0
 BR0831 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Oker hitam,pak,null,7000,15000,15000,13000,18,5,1
BR1296,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,SALES NIIPPON,R,null,10631087,1,1,1,5,1,0
BR1321,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,tespen biasa,pcs,null,6500,8000,8000,7000,1,3,4
BR1468,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat vinilek 7183D Galon,galon,null,143000,159000,159000,159000,2,2,0
 BR0662 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Kran Cabang Stanlis SS WIIMER,bh,null,52500,85000,85000,85000,9,5,2
 BR1245 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Wiremes 6Sni ,lmbr,null,280000,330000,350000,310000,12,3,0
 BR1151 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Talang Kotak Abu,pcs,null,45000,65000,65000,65000,61,10,0
BR1389,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,al-tex krem,klg,null,55000,65000,65000,60000,1,1,0
BR1422,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,kabel rambut 2x120 slovens,mtr,null,2700,5000,5000,5000,180,20,0
BR1401,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Radar Sintung ST 70 AB original,bh,null,55000,70000,70000,70000,9,3,1
 BR0053 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat avitek 680 1kg,klg,null,37000,48000,48000,45000,5,2,0
 BR0732 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Linggis 30Cm,pcs,null,17000,30000,30000,25000,17,3,0
 BR0252 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,cat plitur propan y13 1kg,kaleng,null,65500,75000,75000,73000,7,3,0
BR1410,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,kerekan timba,pcs,null,25000,35000,35000,30000,2,1,0
 BR0804 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Mesin Bor Cas Camel,pc,null,295000,370000,370000,370000,3,1,0
 BR0757 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Mata Bor  Bulat Kaca 22Mm,pc,null,22500,47000,47000,47000,7,2,0
 BR0811 ,68417c3b-4e15-4c7c-8190-3a28d2da9a03,0,Meteran Biasa 5M  Karet,pc,null,10000,17000,17000,17000,35,5,4
